*BIDIRECTIONAL
*types,1
*item,Venetian 0 deg
#(3 datatypes: Te_g_rho, Te_abs_n_diffuse, Te_g_only)
*datatype,Te_g_rho
*layers,3
*sets,3
# Next four lines are not used (only for documentation)
# Properties of DGU: 
# 2 x 3mm low-E with venetian blinds in three states: 0, 45 and 90 deg.
# g0 = 0.606;
# tauvis0 = 0.792;
# udgu := 1.955;
*start_set 
*set_type 1, #2x3mm low-E-V0 
*Uvalue 1.955
*Rexternal 0.04
*Rinternal 0.13
#Next 2 lines: only used for datatype 1 (Te_abs_n_diffuse)
*diffuse_abs,0.26,0.521,0.002,0,0.007
*diffuse_trn,0.345
*direct_angs,37,37
*data
#Azimuth,Height,Te,g,rho
-45,-65,0.000,0.000,0.572
-45,-60,0.000,0.000,0.549
-45,-55,0.000,0.000,0.525
-45,-50,0.000,0.000,0.502
-45,-45,0.000,0.000,0.48
-45,-40,0.000,0.000,0.459
-45,-35,0.000,0.000,0.449
-45,-30,0.000,0.000,0.439
-45,-25,0.000,0.000,0.434
-45,-20,0.000,0.000,0.429
-45,-15,0.000,0.000,0.427
-45,-10,0.000,0.000,0.426
-45,-5,0.000,0.000,0.426
-45,0,0.000,0.000,0.425
-45,5,0.000,0.000,0.426
-45,10,0.000,0.000,0.426
-45,15,0.000,0.000,0.427
-45,20,0.000,0.000,0.429
-45,25,0.000,0.000,0.434
-45,30,0.000,0.000,0.439
-45,35,0.000,0.000,0.449
-45,40,0.000,0.000,0.459
-45,45,0.000,0.000,0.48
-45,50,0.000,0.000,0.502
-45,55,0.000,0.000,0.525
-45,60,0.000,0.000,0.549
-45,65,0.000,0.000,0.572
-45,70,0.000,0.000,0.596
-45,75,0.000,0.000,0.599
-45,80,0.000,0.000,0.602
-45,85,0.000,0.000,0.602
-45,90,0.000,0.000,0.602
-40,-90,0.000,0.000,0.602
-40,-85,0.000,0.000,0.602
-40,-80,0.000,0.000,0.602
-40,-75,0.000,0.000,0.596
-40,-70,0.000,0.000,0.59
-40,-65,0.000,0.000,0.562
-40,-60,0.000,0.000,0.535
-40,-55,0.000,0.000,0.509
-40,-50,0.000,0.000,0.483
-40,-45,0.000,0.000,0.459
-40,-40,0.000,0.000,0.435
-40,-35,0.000,0.000,0.432
-40,-30,0.000,0.000,0.429
-40,-25,0.000,0.000,0.426
-40,-20,0.000,0.000,0.424
-40,-15,0.000,0.000,0.423
-40,-10,0.000,0.000,0.421
-40,-5,0.000,0.000,0.421
-40,0,0.000,0.000,0.42
-40,5,0.000,0.000,0.421
-40,10,0.000,0.000,0.421
-40,15,0.000,0.000,0.423
-40,20,0.000,0.000,0.424
-40,25,0.000,0.000,0.426
-40,30,0.000,0.000,0.429
-40,35,0.000,0.000,0.432
-40,40,0.000,0.000,0.435
-40,45,0.000,0.000,0.459
-40,50,0.000,0.000,0.483
-40,55,0.000,0.000,0.509
-40,60,0.000,0.000,0.535
-40,65,0.000,0.000,0.562
-40,70,0.000,0.000,0.59
-40,75,0.000,0.000,0.596
-40,80,0.000,0.000,0.602
-40,85,0.000,0.000,0.602
-40,90,0.000,0.000,0.602
-35,-90,0.000,0.000,0.602
-35,-85,0.000,0.000,0.602
-35,-80,0.000,0.000,0.602
-35,-75,0.000,0.000,0.592
-35,-70,0.000,0.000,0.582
-35,-65,0.000,0.000,0.553
-35,-60,0.000,0.000,0.523
-35,-55,0.000,0.000,0.495
-35,-50,0.000,0.000,0.466
-35,-45,0.000,0.000,0.449
-35,-40,0.000,0.000,0.432
-35,-35,0.000,0.000,0.428
-35,-30,0.000,0.000,0.425
-35,-25,0.000,0.000,0.423
-35,-20,0.000,0.000,0.42
-35,-15,0.000,0.000,0.42
-35,-10,0.000,0.000,0.419
-35,-5,0.000,0.000,0.419
-35,0,0.000,0.000,0.419
-35,5,0.000,0.000,0.419
-35,10,0.000,0.000,0.419
-35,15,0.000,0.000,0.42
-35,20,0.000,0.000,0.42
-35,25,0.000,0.000,0.423
-35,30,0.000,0.000,0.425
-35,35,0.000,0.000,0.428
-35,40,0.000,0.000,0.432
-35,45,0.000,0.000,0.449
-35,50,0.000,0.000,0.466
-35,55,0.000,0.000,0.495
-35,60,0.000,0.000,0.523
-35,65,0.000,0.000,0.553
-35,70,0.000,0.000,0.582
-35,75,0.000,0.000,0.592
-35,80,0.000,0.000,0.602
-35,85,0.000,0.000,0.602
-35,90,0.000,0.000,0.602
-30,-90,0.000,0.000,0.602
-30,-85,0.000,0.000,0.602
-30,-80,0.000,0.000,0.602
-30,-75,0.000,0.000,0.588
-30,-70,0.000,0.000,0.574
-30,-65,0.000,0.000,0.543
-30,-60,0.000,0.000,0.511
-30,-55,0.000,0.000,0.481
-30,-50,0.000,0.000,0.45
-30,-45,0.000,0.000,0.439
-30,-40,0.000,0.000,0.429
-30,-35,0.000,0.000,0.425
-30,-30,0.000,0.000,0.422
-30,-25,0.000,0.000,0.419
-30,-20,0.000,0.000,0.417
-30,-15,0.000,0.000,0.417
-30,-10,0.000,0.000,0.417
-30,-5,0.000,0.000,0.417
-30,0,0.000,0.000,0.417
-30,5,0.000,0.000,0.417
-30,10,0.000,0.000,0.417
-30,15,0.000,0.000,0.417
-30,20,0.000,0.000,0.417
-30,25,0.000,0.000,0.419
-30,30,0.000,0.000,0.422
-30,35,0.000,0.000,0.425
-30,40,0.000,0.000,0.429
-30,45,0.000,0.000,0.439
-30,50,0.000,0.000,0.45
-30,55,0.000,0.000,0.481
-30,60,0.000,0.000,0.511
-30,65,0.000,0.000,0.543
-30,70,0.000,0.000,0.574
-30,75,0.000,0.000,0.588
-30,80,0.000,0.000,0.602
-30,85,0.000,0.000,0.602
-30,90,0.000,0.000,0.602
-25,-90,0.000,0.000,0.602
-25,-85,0.000,0.000,0.602
-25,-80,0.000,0.000,0.602
-25,-75,0.000,0.000,0.585
-25,-70,0.000,0.000,0.569
-25,-65,0.000,0.000,0.536
-25,-60,0.000,0.000,0.502
-25,-55,0.000,0.000,0.472
-25,-50,0.000,0.000,0.442
-25,-45,0.000,0.000,0.434
-25,-40,0.000,0.000,0.426
-25,-35,0.000,0.000,0.423
-25,-30,0.000,0.000,0.419
-25,-25,0.000,0.000,0.418
-25,-20,0.000,0.000,0.417
-25,-15,0.000,0.000,0.417
-25,-10,0.000,0.000,0.418
-25,-5,0.000,0.000,0.418
-25,0,0.000,0.000,0.418
-25,5,0.000,0.000,0.418
-25,10,0.000,0.000,0.418
-25,15,0.000,0.000,0.417
-25,20,0.000,0.000,0.417
-25,25,0.000,0.000,0.418
-25,30,0.000,0.000,0.419
-25,35,0.000,0.000,0.423
-25,40,0.000,0.000,0.426
-25,45,0.000,0.000,0.434
-25,50,0.000,0.000,0.442
-25,55,0.000,0.000,0.472
-25,60,0.000,0.000,0.502
-25,65,0.000,0.000,0.536
-25,70,0.000,0.000,0.569
-25,75,0.000,0.000,0.585
-25,80,0.000,0.000,0.602
-25,85,0.000,0.000,0.602
-25,90,0.000,0.000,0.602
-20,-90,0.000,0.000,0.602
-20,-85,0.000,0.000,0.602
-20,-80,0.000,0.000,0.602
-20,-75,0.000,0.000,0.583
-20,-70,0.000,0.000,0.563
-20,-65,0.000,0.000,0.528
-20,-60,0.000,0.000,0.494
-20,-55,0.000,0.000,0.463
-20,-50,0.000,0.000,0.433
-20,-45,0.000,0.000,0.429
-20,-40,0.000,0.000,0.424
-20,-35,0.000,0.000,0.42
-20,-30,0.000,0.000,0.417
-20,-25,0.000,0.000,0.417
-20,-20,0.000,0.000,0.417
-20,-15,0.000,0.000,0.418
-20,-10,0.000,0.000,0.418
-20,-5,0.000,0.000,0.418
-20,0,0.000,0.000,0.418
-20,5,0.000,0.000,0.418
-20,10,0.000,0.000,0.418
-20,15,0.000,0.000,0.418
-20,20,0.000,0.000,0.417
-20,25,0.000,0.000,0.417
-20,30,0.000,0.000,0.417
-20,35,0.000,0.000,0.42
-20,40,0.000,0.000,0.424
-20,45,0.000,0.000,0.429
-20,50,0.000,0.000,0.433
-20,55,0.000,0.000,0.463
-20,60,0.000,0.000,0.494
-20,65,0.000,0.000,0.528
-20,70,0.000,0.000,0.563
-20,75,0.000,0.000,0.583
-20,80,0.000,0.000,0.602
-20,85,0.000,0.000,0.602
-20,90,0.000,0.000,0.602
-15,-90,0.000,0.000,0.602
-15,-85,0.000,0.000,0.602
-15,-80,0.000,0.000,0.602
-15,-75,0.000,0.000,0.581
-15,-70,0.000,0.000,0.56
-15,-65,0.000,0.000,0.524
-15,-60,0.000,0.000,0.488
-15,-55,0.000,0.000,0.46
-15,-50,0.000,0.000,0.432
-15,-45,0.000,0.000,0.427
-15,-40,0.000,0.000,0.423
-15,-35,0.000,0.000,0.42
-15,-30,0.000,0.000,0.417
-15,-25,0.000,0.000,0.417
-15,-20,0.000,0.000,0.418
-15,-15,0.000,0.000,0.418
-15,-10,0.000,0.000,0.419
-15,-5,0.000,0.000,0.419
-15,0,0.000,0.000,0.42
-15,5,0.000,0.000,0.419
-15,10,0.000,0.000,0.419
-15,15,0.000,0.000,0.418
-15,20,0.000,0.000,0.418
-15,25,0.000,0.000,0.417
-15,30,0.000,0.000,0.417
-15,35,0.000,0.000,0.42
-15,40,0.000,0.000,0.423
-15,45,0.000,0.000,0.427
-15,50,0.000,0.000,0.432
-15,55,0.000,0.000,0.46
-15,60,0.000,0.000,0.488
-15,65,0.000,0.000,0.524
-15,70,0.000,0.000,0.56
-15,75,0.000,0.000,0.581
-15,80,0.000,0.000,0.602
-15,85,0.000,0.000,0.602
-15,90,0.000,0.000,0.602
-10,-90,0.000,0.000,0.602
-10,-85,0.000,0.000,0.602
-10,-80,0.000,0.000,0.602
-10,-75,0.000,0.000,0.579
-10,-70,0.000,0.000,0.556
-10,-65,0.000,0.000,0.519
-10,-60,0.000,0.000,0.483
-10,-55,0.000,0.000,0.457
-10,-50,0.000,0.000,0.431
-10,-45,0.000,0.000,0.426
-10,-40,0.000,0.000,0.421
-10,-35,0.000,0.000,0.419
-10,-30,0.000,0.000,0.417
-10,-25,0.000,0.000,0.418
-10,-20,0.000,0.000,0.418
-10,-15,0.000,0.000,0.419
-10,-10,0.000,0.000,0.42
-10,-5,0.000,0.000,0.421
-10,0,0.000,0.000,0.421
-10,5,0.000,0.000,0.421
-10,10,0.000,0.000,0.42
-10,15,0.000,0.000,0.419
-10,20,0.000,0.000,0.418
-10,25,0.000,0.000,0.418
-10,30,0.000,0.000,0.417
-10,35,0.000,0.000,0.419
-10,40,0.000,0.000,0.421
-10,45,0.000,0.000,0.426
-10,50,0.000,0.000,0.431
-10,55,0.000,0.000,0.457
-10,60,0.000,0.000,0.483
-10,65,0.000,0.000,0.519
-10,70,0.000,0.000,0.556
-10,75,0.000,0.000,0.579
-10,80,0.000,0.000,0.602
-10,85,0.000,0.000,0.602
-10,90,0.000,0.000,0.602
-5,-90,0.000,0.000,0.602
-5,-85,0.000,0.000,0.602
-5,-80,0.000,0.000,0.602
-5,-75,0.000,0.000,0.579
-5,-70,0.000,0.000,0.555
-5,-65,0.000,0.000,0.518
-5,-60,0.000,0.000,0.481
-5,-55,0.000,0.000,0.456
-5,-50,0.000,0.000,0.431
-5,-45,0.000,0.000,0.426
-5,-40,0.000,0.000,0.421
-5,-35,0.000,0.000,0.419
-5,-30,0.000,0.000,0.417
-5,-25,0.000,0.000,0.418
-5,-20,0.000,0.000,0.418
-5,-15,0.000,0.000,0.419
-5,-10,0.000,0.000,0.421
-5,-5,0.000,0.000,0.422
-5,0,0.000,0.000,0.423
-5,5,0.000,0.000,0.422
-5,10,0.000,0.000,0.421
-5,15,0.000,0.000,0.419
-5,20,0.000,0.000,0.418
-5,25,0.000,0.000,0.418
-5,30,0.000,0.000,0.417
-5,35,0.000,0.000,0.419
-5,40,0.000,0.000,0.421
-5,45,0.000,0.000,0.426
-5,50,0.000,0.000,0.431
-5,55,0.000,0.000,0.456
-5,60,0.000,0.000,0.481
-5,65,0.000,0.000,0.518
-5,70,0.000,0.000,0.555
-5,75,0.000,0.000,0.579
-5,80,0.000,0.000,0.602
-5,85,0.000,0.000,0.602
-5,90,0.000,0.000,0.602
0,-90,0.000,0.000,0.602
0,-85,0.000,0.000,0.602
0,-80,0.000,0.000,0.602
0,-75,0.000,0.000,0.578
0,-70,0.000,0.000,0.554
0,-65,0.000,0.000,0.516
0,-60,0.000,0.000,0.479
0,-55,0.000,0.000,0.455
0,-50,0.000,0.000,0.43
0,-45,0.000,0.000,0.425
0,-40,0.000,0.000,0.42
0,-35,0.000,0.000,0.419
0,-30,0.000,0.000,0.417
0,-25,0.000,0.000,0.418
0,-20,0.000,0.000,0.418
0,-15,0.000,0.000,0.42
0,-10,0.000,0.000,0.421
0,-5,0.000,0.000,0.423
0,0,0.000,0.000,0.425
0,5,0.000,0.000,0.423
0,10,0.000,0.000,0.421
0,15,0.000,0.000,0.42
0,20,0.000,0.000,0.418
0,25,0.000,0.000,0.418
0,30,0.000,0.000,0.417
0,35,0.000,0.000,0.419
0,40,0.000,0.000,0.42
0,45,0.000,0.000,0.425
0,50,0.000,0.000,0.43
0,55,0.000,0.000,0.455
0,60,0.000,0.000,0.479
0,65,0.000,0.000,0.516
0,70,0.000,0.000,0.554
0,75,0.000,0.000,0.578
0,80,0.000,0.000,0.602
0,85,0.000,0.000,0.602
0,90,0.000,0.000,0.602
5,-90,0.000,0.000,0.602
5,-85,0.000,0.000,0.602
5,-80,0.000,0.000,0.602
5,-75,0.000,0.000,0.579
5,-70,0.000,0.000,0.555
5,-65,0.000,0.000,0.518
5,-60,0.000,0.000,0.481
5,-55,0.000,0.000,0.456
5,-50,0.000,0.000,0.431
5,-45,0.000,0.000,0.426
5,-40,0.000,0.000,0.421
5,-35,0.000,0.000,0.419
5,-30,0.000,0.000,0.417
5,-25,0.000,0.000,0.418
5,-20,0.000,0.000,0.418
5,-15,0.000,0.000,0.419
5,-10,0.000,0.000,0.421
5,-5,0.000,0.000,0.422
5,0,0.000,0.000,0.423
5,5,0.000,0.000,0.422
5,10,0.000,0.000,0.421
5,15,0.000,0.000,0.419
5,20,0.000,0.000,0.418
5,25,0.000,0.000,0.418
5,30,0.000,0.000,0.417
5,35,0.000,0.000,0.419
5,40,0.000,0.000,0.421
5,45,0.000,0.000,0.426
5,50,0.000,0.000,0.431
5,55,0.000,0.000,0.456
5,60,0.000,0.000,0.481
5,65,0.000,0.000,0.518
5,70,0.000,0.000,0.555
5,75,0.000,0.000,0.579
5,80,0.000,0.000,0.602
5,85,0.000,0.000,0.602
5,90,0.000,0.000,0.602
10,-90,0.000,0.000,0.602
10,-85,0.000,0.000,0.602
10,-80,0.000,0.000,0.602
10,-75,0.000,0.000,0.579
10,-70,0.000,0.000,0.556
10,-65,0.000,0.000,0.519
10,-60,0.000,0.000,0.483
10,-55,0.000,0.000,0.457
10,-50,0.000,0.000,0.431
10,-45,0.000,0.000,0.426
10,-40,0.000,0.000,0.421
10,-35,0.000,0.000,0.419
10,-30,0.000,0.000,0.417
10,-25,0.000,0.000,0.418
10,-20,0.000,0.000,0.418
10,-15,0.000,0.000,0.419
10,-10,0.000,0.000,0.42
10,-5,0.000,0.000,0.421
10,0,0.000,0.000,0.421
10,5,0.000,0.000,0.421
10,10,0.000,0.000,0.42
10,15,0.000,0.000,0.419
10,20,0.000,0.000,0.418
10,25,0.000,0.000,0.418
10,30,0.000,0.000,0.417
10,35,0.000,0.000,0.419
10,40,0.000,0.000,0.421
10,45,0.000,0.000,0.426
10,50,0.000,0.000,0.431
10,55,0.000,0.000,0.457
10,60,0.000,0.000,0.483
10,65,0.000,0.000,0.519
10,70,0.000,0.000,0.556
10,75,0.000,0.000,0.579
10,80,0.000,0.000,0.602
10,85,0.000,0.000,0.602
10,90,0.000,0.000,0.602
15,-90,0.000,0.000,0.602
15,-85,0.000,0.000,0.602
15,-80,0.000,0.000,0.602
15,-75,0.000,0.000,0.581
15,-70,0.000,0.000,0.56
15,-65,0.000,0.000,0.524
15,-60,0.000,0.000,0.488
15,-55,0.000,0.000,0.46
15,-50,0.000,0.000,0.432
15,-45,0.000,0.000,0.427
15,-40,0.000,0.000,0.423
15,-35,0.000,0.000,0.42
15,-30,0.000,0.000,0.417
15,-25,0.000,0.000,0.417
15,-20,0.000,0.000,0.418
15,-15,0.000,0.000,0.418
15,-10,0.000,0.000,0.419
15,-5,0.000,0.000,0.419
15,0,0.000,0.000,0.42
15,5,0.000,0.000,0.419
15,10,0.000,0.000,0.419
15,15,0.000,0.000,0.418
15,20,0.000,0.000,0.418
15,25,0.000,0.000,0.417
15,30,0.000,0.000,0.417
15,35,0.000,0.000,0.42
15,40,0.000,0.000,0.423
15,45,0.000,0.000,0.427
15,50,0.000,0.000,0.432
15,55,0.000,0.000,0.46
15,60,0.000,0.000,0.488
15,65,0.000,0.000,0.524
15,70,0.000,0.000,0.56
15,75,0.000,0.000,0.581
15,80,0.000,0.000,0.602
15,85,0.000,0.000,0.602
15,90,0.000,0.000,0.602
20,-90,0.000,0.000,0.602
20,-85,0.000,0.000,0.602
20,-80,0.000,0.000,0.602
20,-75,0.000,0.000,0.583
20,-70,0.000,0.000,0.563
20,-65,0.000,0.000,0.528
20,-60,0.000,0.000,0.494
20,-55,0.000,0.000,0.463
20,-50,0.000,0.000,0.433
20,-45,0.000,0.000,0.429
20,-40,0.000,0.000,0.424
20,-35,0.000,0.000,0.42
20,-30,0.000,0.000,0.417
20,-25,0.000,0.000,0.417
20,-20,0.000,0.000,0.417
20,-15,0.000,0.000,0.418
20,-10,0.000,0.000,0.418
20,-5,0.000,0.000,0.418
20,0,0.000,0.000,0.418
20,5,0.000,0.000,0.418
20,10,0.000,0.000,0.418
20,15,0.000,0.000,0.418
20,20,0.000,0.000,0.417
20,25,0.000,0.000,0.417
20,30,0.000,0.000,0.417
20,35,0.000,0.000,0.42
20,40,0.000,0.000,0.424
20,45,0.000,0.000,0.429
20,50,0.000,0.000,0.433
20,55,0.000,0.000,0.463
20,60,0.000,0.000,0.494
20,65,0.000,0.000,0.528
20,70,0.000,0.000,0.563
20,75,0.000,0.000,0.583
20,80,0.000,0.000,0.602
20,85,0.000,0.000,0.602
20,90,0.000,0.000,0.602
25,-90,0.000,0.000,0.602
25,-85,0.000,0.000,0.602
25,-80,0.000,0.000,0.602
25,-75,0.000,0.000,0.585
25,-70,0.000,0.000,0.569
25,-65,0.000,0.000,0.536
25,-60,0.000,0.000,0.502
25,-55,0.000,0.000,0.472
25,-50,0.000,0.000,0.442
25,-45,0.000,0.000,0.434
25,-40,0.000,0.000,0.426
25,-35,0.000,0.000,0.423
25,-30,0.000,0.000,0.419
25,-25,0.000,0.000,0.418
25,-20,0.000,0.000,0.417
25,-15,0.000,0.000,0.417
25,-10,0.000,0.000,0.418
25,-5,0.000,0.000,0.418
25,0,0.000,0.000,0.418
25,5,0.000,0.000,0.418
25,10,0.000,0.000,0.418
25,15,0.000,0.000,0.417
25,20,0.000,0.000,0.417
25,25,0.000,0.000,0.418
25,30,0.000,0.000,0.419
25,35,0.000,0.000,0.423
25,40,0.000,0.000,0.426
25,45,0.000,0.000,0.434
25,50,0.000,0.000,0.442
25,55,0.000,0.000,0.472
25,60,0.000,0.000,0.502
25,65,0.000,0.000,0.536
25,70,0.000,0.000,0.569
25,75,0.000,0.000,0.585
25,80,0.000,0.000,0.602
25,85,0.000,0.000,0.602
25,90,0.000,0.000,0.602
30,-90,0.000,0.000,0.602
30,-85,0.000,0.000,0.602
30,-80,0.000,0.000,0.602
30,-75,0.000,0.000,0.588
30,-70,0.000,0.000,0.574
30,-65,0.000,0.000,0.543
30,-60,0.000,0.000,0.511
30,-55,0.000,0.000,0.481
30,-50,0.000,0.000,0.45
30,-45,0.000,0.000,0.439
30,-40,0.000,0.000,0.429
30,-35,0.000,0.000,0.425
30,-30,0.000,0.000,0.422
30,-25,0.000,0.000,0.419
30,-20,0.000,0.000,0.417
30,-15,0.000,0.000,0.417
30,-10,0.000,0.000,0.417
30,-5,0.000,0.000,0.417
30,0,0.000,0.000,0.417
30,5,0.000,0.000,0.417
30,10,0.000,0.000,0.417
30,15,0.000,0.000,0.417
30,20,0.000,0.000,0.417
30,25,0.000,0.000,0.419
30,30,0.000,0.000,0.422
30,35,0.000,0.000,0.425
30,40,0.000,0.000,0.429
30,45,0.000,0.000,0.439
30,50,0.000,0.000,0.45
30,55,0.000,0.000,0.481
30,60,0.000,0.000,0.511
30,65,0.000,0.000,0.543
30,70,0.000,0.000,0.574
30,75,0.000,0.000,0.588
30,80,0.000,0.000,0.602
30,85,0.000,0.000,0.602
30,90,0.000,0.000,0.602
35,-90,0.000,0.000,0.602
35,-85,0.000,0.000,0.602
35,-80,0.000,0.000,0.602
35,-75,0.000,0.000,0.592
35,-70,0.000,0.000,0.582
35,-65,0.000,0.000,0.553
35,-60,0.000,0.000,0.523
35,-55,0.000,0.000,0.495
35,-50,0.000,0.000,0.466
35,-45,0.000,0.000,0.449
35,-40,0.000,0.000,0.432
35,-35,0.000,0.000,0.428
35,-30,0.000,0.000,0.425
35,-25,0.000,0.000,0.423
35,-20,0.000,0.000,0.42
35,-15,0.000,0.000,0.42
35,-10,0.000,0.000,0.419
35,-5,0.000,0.000,0.419
35,0,0.000,0.000,0.419
35,5,0.000,0.000,0.419
35,10,0.000,0.000,0.419
35,15,0.000,0.000,0.42
35,20,0.000,0.000,0.42
35,25,0.000,0.000,0.423
35,30,0.000,0.000,0.425
35,35,0.000,0.000,0.428
35,40,0.000,0.000,0.432
35,45,0.000,0.000,0.449
35,50,0.000,0.000,0.466
35,55,0.000,0.000,0.495
35,60,0.000,0.000,0.523
35,65,0.000,0.000,0.553
35,70,0.000,0.000,0.582
35,75,0.000,0.000,0.592
35,80,0.000,0.000,0.602
35,85,0.000,0.000,0.602
35,90,0.000,0.000,0.602
40,-90,0.000,0.000,0.602
40,-85,0.000,0.000,0.602
40,-80,0.000,0.000,0.602
40,-75,0.000,0.000,0.596
40,-70,0.000,0.000,0.59
40,-65,0.000,0.000,0.562
40,-60,0.000,0.000,0.535
40,-55,0.000,0.000,0.509
40,-50,0.000,0.000,0.483
40,-45,0.000,0.000,0.459
40,-40,0.000,0.000,0.435
40,-35,0.000,0.000,0.432
40,-30,0.000,0.000,0.429
40,-25,0.000,0.000,0.426
40,-20,0.000,0.000,0.424
40,-15,0.000,0.000,0.423
40,-10,0.000,0.000,0.421
40,-5,0.000,0.000,0.421
40,0,0.000,0.000,0.42
40,5,0.000,0.000,0.421
40,10,0.000,0.000,0.421
40,15,0.000,0.000,0.423
40,20,0.000,0.000,0.424
40,25,0.000,0.000,0.426
40,30,0.000,0.000,0.429
40,35,0.000,0.000,0.432
40,40,0.000,0.000,0.435
40,45,0.000,0.000,0.459
40,50,0.000,0.000,0.483
40,55,0.000,0.000,0.509
40,60,0.000,0.000,0.535
40,65,0.000,0.000,0.562
40,70,0.000,0.000,0.59
40,75,0.000,0.000,0.596
40,80,0.000,0.000,0.602
40,85,0.000,0.000,0.602
40,90,0.000,0.000,0.602
45,-90,0.000,0.000,0.602
45,-85,0.000,0.000,0.602
45,-80,0.000,0.000,0.602
45,-75,0.000,0.000,0.599
45,-70,0.000,0.000,0.596
45,-65,0.000,0.000,0.572
45,-60,0.000,0.000,0.549
45,-55,0.000,0.000,0.525
45,-50,0.000,0.000,0.502
45,-45,0.000,0.000,0.48
45,-40,0.000,0.000,0.459
45,-35,0.000,0.000,0.449
45,-30,0.000,0.000,0.439
45,-25,0.000,0.000,0.434
45,-20,0.000,0.000,0.429
45,-15,0.000,0.000,0.427
45,-10,0.000,0.000,0.426
45,-5,0.000,0.000,0.426
45,0,0.000,0.000,0.425
45,5,0.000,0.000,0.426
45,10,0.000,0.000,0.426
45,15,0.000,0.000,0.427
45,20,0.000,0.000,0.429
45,25,0.000,0.000,0.434
45,30,0.000,0.000,0.439
45,35,0.000,0.000,0.449
45,40,0.000,0.000,0.459
45,45,0.000,0.000,0.48
45,50,0.000,0.000,0.502
45,55,0.000,0.000,0.525
45,60,0.000,0.000,0.549
45,65,0.000,0.000,0.572
45,70,0.000,0.000,0.596
45,75,0.000,0.000,0.599
45,80,0.000,0.000,0.602
45,85,0.000,0.000,0.602
45,90,0.000,0.000,0.602
50,-90,0.000,0.000,0.602
50,-85,0.000,0.000,0.602
50,-80,0.000,0.000,0.602
50,-75,0.000,0.000,0.602
50,-70,0.000,0.000,0.602
50,-65,0.000,0.000,0.583
50,-60,0.000,0.000,0.563
50,-55,0.000,0.000,0.542
50,-50,0.000,0.000,0.521
50,-45,0.000,0.000,0.502
50,-40,0.000,0.000,0.483
50,-35,0.000,0.000,0.466
50,-30,0.000,0.000,0.45
50,-25,0.000,0.000,0.442
50,-20,0.000,0.000,0.433
50,-15,0.000,0.000,0.432
50,-10,0.000,0.000,0.431
50,-5,0.000,0.000,0.431
50,0,0.000,0.000,0.43
50,5,0.000,0.000,0.431
50,10,0.000,0.000,0.431
50,15,0.000,0.000,0.432
50,20,0.000,0.000,0.433
50,25,0.000,0.000,0.442
50,30,0.000,0.000,0.45
50,35,0.000,0.000,0.466
50,40,0.000,0.000,0.483
50,45,0.000,0.000,0.502
50,50,0.000,0.000,0.521
50,55,0.000,0.000,0.542
50,60,0.000,0.000,0.563
50,65,0.000,0.000,0.583
50,70,0.000,0.000,0.602
50,75,0.000,0.000,0.602
50,80,0.000,0.000,0.602
50,85,0.000,0.000,0.602
50,90,0.000,0.000,0.602
55,-90,0.000,0.000,0.602
55,-85,0.000,0.000,0.602
55,-80,0.000,0.000,0.602
55,-75,0.000,0.000,0.602
55,-70,0.000,0.000,0.602
55,-65,0.000,0.000,0.591
55,-60,0.000,0.000,0.579
55,-55,0.000,0.000,0.56
55,-50,0.000,0.000,0.542
55,-45,0.000,0.000,0.525
55,-40,0.000,0.000,0.509
55,-35,0.000,0.000,0.495
55,-30,0.000,0.000,0.481
55,-25,0.000,0.000,0.472
55,-20,0.000,0.000,0.463
55,-15,0.000,0.000,0.46
55,-10,0.000,0.000,0.457
55,-5,0.000,0.000,0.456
55,0,0.000,0.000,0.455
55,5,0.000,0.000,0.456
55,10,0.000,0.000,0.457
55,15,0.000,0.000,0.46
55,20,0.000,0.000,0.463
55,25,0.000,0.000,0.472
55,30,0.000,0.000,0.481
55,35,0.000,0.000,0.495
55,40,0.000,0.000,0.509
55,45,0.000,0.000,0.518
55,50,0.000,0.000,0.528
55,55,0.000,0.000,0.553
55,60,0.000,0.000,0.579
55,65,0.000,0.000,0.591
55,70,0.000,0.000,0.602
55,75,0.000,0.000,0.602
55,80,0.000,0.000,0.602
55,85,0.000,0.000,0.602
55,90,0.000,0.000,0.602
60,-90,0.000,0.000,0.602
60,-85,0.000,0.000,0.602
60,-80,0.000,0.000,0.602
60,-75,0.000,0.000,0.602
60,-70,0.000,0.000,0.602
60,-65,0.000,0.000,0.599
60,-60,0.000,0.000,0.595
60,-55,0.000,0.000,0.579
60,-50,0.000,0.000,0.563
60,-45,0.000,0.000,0.549
60,-40,0.000,0.000,0.535
60,-35,0.000,0.000,0.523
60,-30,0.000,0.000,0.511
60,-25,0.000,0.000,0.502
60,-20,0.000,0.000,0.494
60,-15,0.000,0.000,0.488
60,-10,0.000,0.000,0.483
60,-5,0.000,0.000,0.481
60,0,0.000,0.000,0.479
60,5,0.000,0.000,0.481
60,10,0.000,0.000,0.483
60,15,0.000,0.000,0.488
60,20,0.000,0.000,0.494
60,25,0.000,0.000,0.502
60,30,0.000,0.000,0.511
60,35,0.000,0.000,0.523
60,40,0.000,0.000,0.535
60,45,0.000,0.000,0.535
60,50,0.000,0.000,0.535
60,55,0.000,0.000,0.565
60,60,0.000,0.000,0.595
60,65,0.000,0.000,0.599
60,70,0.000,0.000,0.602
60,75,0.000,0.000,0.602
60,80,0.000,0.000,0.602
